IATA,City,Timezone
BAV,Baotou,Asia/Shanghai
SJW,Shijiazhuang,Asia/Shanghai
TGO,Tongliao,Asia/Shanghai
HLH,Ulanhot,Asia/Shanghai
XIL,Xilinhot,Asia/Shanghai
BHY,Beihai,Asia/Shanghai
CGD,Changde,Asia/Shanghai
DYG,Dayong,Asia/Shanghai
MXZ,Meixian,Asia/Shanghai
ZUH,Zhuhai,Asia/Shanghai
LZH,Liuzhou,Asia/Shanghai
ZHA,Zhanjiang,Asia/Shanghai
ENH,Enshi,Asia/Shanghai
NNY,Nanyang,Asia/Shanghai
XFN,Xiangfan,Asia/Shanghai
YIH,Yichang,Asia/Shanghai
AKA,Ankang,Asia/Shanghai
GOQ,Golmud,Asia/Shanghai
HZG,Hanzhong,Asia/Shanghai
IQN,Qingyang,Asia/Shanghai
XNN,Xining,Asia/Shanghai
ENY,Yan'an,Asia/Shanghai
UYN,Yulin,Asia/Shanghai
AVK,Arvaikheer,Asia/Ulaanbaatar
LTI,Altai,Asia/Ulaanbaatar
BYN,Bayankhongor,Asia/Ulaanbaatar
DLZ,Dalanzadgad,Asia/Ulaanbaatar
HVD,Khovd,Asia/Hovd
MXV,Muren,Asia/Ulaanbaatar
DIG,Shangri-La,Asia/Shanghai
LUM,Luxi,Asia/Shanghai
SYM,Simao,Asia/Shanghai
ZAT,Zhaotong,Asia/Shanghai
KOW,Ganzhou,Asia/Shanghai
JDZ,Jingdezhen,Asia/Shanghai
JIU,Jiujiang,Asia/Shanghai
JUZ,Quzhou,Asia/Shanghai
LYG,Lianyungang,Asia/Shanghai
HYN,Huangyan,Asia/Shanghai
LYI,Linyi,Asia/Shanghai
JJN,Quanzhou,Asia/Shanghai
TXN,Huangshan,Asia/Shanghai
WEF,Weifang,Asia/Shanghai
WEH,Weihai,Asia/Shanghai
WUX,Wuxi,Asia/Shanghai
WUS,Wuyishan,Asia/Shanghai
WNZ,Wenzhou,Asia/Shanghai
YNZ,Yancheng,Asia/Shanghai
YIW,Yiwu,Asia/Shanghai
HSN,Zhoushan,Asia/Shanghai
BPX,Bangda,Asia/Shanghai
DAX,Dazhou,Asia/Shanghai
GYS,Guangyuan,Asia/Shanghai
LZO,Luzhou,Asia/Shanghai
MIG,Mianyang,Asia/Shanghai
NAO,Nanchong,Asia/Shanghai
LZY,Nyingchi,Asia/Shanghai
WXN,Wanxian,Asia/Shanghai
AKU,Aksu,Asia/Urumqi
IQM,Qiemo,Asia/Urumqi
KCA,Kuqa,Asia/Urumqi
KRL,Korla,Asia/Urumqi
KRY,Karamay,Asia/Urumqi
YIN,Yining,Asia/Urumqi
HEK,Heihe,Asia/Shanghai
JMU,Jiamusi,Asia/Shanghai
JNZ,Jinzhou,Asia/Shanghai
NDG,Qiqihar,Asia/Shanghai
YNJ,Yanji,Asia/Shanghai
WKL,Waikoloa Village,Pacific/Honolulu
WME,Mount Keith,Australia/Perth
LRV,Los Roques,America/Caracas
IOR,Inis Mor,Europe/Dublin
NNR,Indreabhan,Europe/Dublin
GTI,Ruegen,Europe/Berlin
EZV,Berezovo,Asia/Yekaterinburg
ORH,Worcester,America/New_York
AQG,Anqing,Asia/Shanghai
SHP,Qinhuangdao,Asia/Shanghai
YCU,Yuncheng,Asia/Shanghai
JGN,Jiayuguan,Asia/Shanghai
DDG,Dandong,Asia/Shanghai
DSN,Dongsheng,Asia/Shanghai
PZI,Panzhihua,Asia/Shanghai
PWT,Bremerton,America/Los_Angeles
SPW,Spencer,America/Chicago
JEF,Jefferson City,America/Chicago
UNT,Unst,Europe/London
PVC,Provincetown,America/New_York
SBH,Gustavia,America/St_Barthelemy
KMW,Kostroma,Europe/Moscow
SUI,Sukhumi,Asia/Tbilisi
TBW,Tambow,Europe/Moscow
OBN,North Connel,Europe/London
ERM,Erechim,America/Sao_Paulo
CVF,Courcheval,Europe/Paris
FUL,Fullerton,America/Los_Angeles
USA,Concord,America/New_York
NVI,Navoi,Asia/Samarkand
QSF,Setif,Africa/Algiers
LRH,La Rochelle,Europe/Paris
SUN,Hailey,America/Boise
MCW,Mason City,America/Chicago
AZA,Mesa,America/Phoenix
XAU,Saul,America/Cayenne
AKP,Anaktuvuk Pass,America/Anchorage
ANV,Anvik,America/Anchorage
ATK,Atqasuk,America/Anchorage
GAM,Gambell,America/Nome
HPB,Hooper Bay,America/Nome
KAL,Kaltag,America/Anchorage
KSM,St Mary's,America/Nome
KVL,Kivalina,America/Nome
MYU,Mekoryuk,America/Nome
RBY,Ruby,America/Anchorage
SHH,Shishmaref,America/Nome
SVA,Savoonga,America/Nome
WTK,Noatak,America/Nome
OMC,Ormoc City,Asia/Manila
YPX,Puvirnituq,America/Toronto
YTQ,Tasiujaq,America/Toronto
ARC,Arctic Village,America/Anchorage
QOW,Imo,Africa/Lagos
FON,La Fortuna/San Carlos,America/Costa_Rica
TMU,Nicoya,America/Costa_Rica
CYZ,Cauayan,Asia/Manila
KVK,Apatity,Europe/Moscow
GVR,Governador Valadares,America/Sao_Paulo
KPC,Port Clarence,America/Nome
PJA,Pajala,Europe/Stockholm
QBC,Bella Coola,America/Vancouver
HGR,Hagerstown,America/New_York
ACR,Araracuara,America/Bogota
GOP,Gorakhpur,Asia/Kolkata
SDP,Sand Point,America/Anchorage
HMI,Hami,Asia/Urumqi
WUZ,Wuzhou,Asia/Shanghai
TBH,Romblon,Asia/Manila
ACP,Maragheh,Asia/Tehran
GBT,Gorgan,Asia/Tehran
IIL,Ilam,Asia/Tehran
PFQ,Parsabad,Asia/Tehran
TCG,Tacheng,Asia/Urumqi
MQM,Mardin,Europe/Istanbul
AFS,Zarafshan,Asia/Samarkand
DRG,Deering,America/Nome
LEN,Leon,Europe/Madrid
RGS,Burgos,Europe/Madrid
EGM,Sege,Pacific/Guadalcanal
CQD,Shahre Kord,Asia/Tehran
DHM,Kangra,Asia/Kolkata
NDC,Nanded,Asia/Kolkata
SLV,Shimla,Asia/Kolkata
IGG,Igiugig,America/Anchorage
KNW,New Stuyahok,America/Anchorage
KVC,King Cove,America/Nome
PTH,Port Heiden,America/Anchorage
TOG,Togiak Village,America/Anchorage
EGN,Geneina,Africa/Khartoum
LKH,Long Akah,Asia/Kuching
WLH,Walaha,Pacific/Efate
CHG,Chaoyang,Asia/Shanghai
UAS,Samburu South,Africa/Nairobi
BHG,Brus Laguna,America/Tegucigalpa
YVB,Bonaventure,America/Toronto
SKT,Sialkot,Asia/Karachi
PDP,Punta del Este,America/Montevideo
WVB,Walvis Bay,Africa/Windhoek
MPA,Mpacha,Africa/Windhoek
AOE,Eskissehir,Europe/Istanbul
CKZ,Canakkale,Europe/Istanbul
MSR,Mus,Europe/Istanbul
NOP,Sinop,Europe/Istanbul
TEQ,orlu,Europe/Istanbul
YEI,Yenisehir,Europe/Istanbul
LSS,Les Saintes,America/Guadeloupe
KMV,Kalemyo,Asia/Yangon
VQS,Vieques Island,America/Puerto_Rico
YIF,St-Augustin,America/Blanc-Sablon
HDM,Hamadan,Asia/Tehran
MRQ,Gasan,Asia/Manila
GFN,Grafton,Australia/Sydney
OAG,Orange,Australia/Sydney
TRO,Taree,Australia/Sydney
COQ,Choibalsan,Asia/Ulaanbaatar
HOH,Hohenems,Europe/Vienna
ESC,Escanaba,America/Detroit
YAK,Yakutat,America/Yakutat
GUL,Goulburn,Australia/Sydney
CES,Cessnock,Australia/Sydney
NSO,Scone,Australia/Sydney
DGE,Mudgee,Australia/Sydney
MTL,Maitland,Australia/Sydney
CPX,Culebra Island,America/Puerto_Rico
MWA,Marion,America/Chicago
OCN,Fraser Island,America/Los_Angeles
KIK,Kirkuk,Asia/Baghdad
XJD,Doha,Asia/Qatar
GBZ,Claris,Pacific/Auckland
IMT,Iron Mountain,America/Menominee
AET,Allakaket,America/Anchorage
MGC,Michigan City,America/Chicago
SWD,Seward,America/Anchorage
GRM,Grand Marais,America/Chicago
AUW,Wausau,America/Chicago
MYP,Mary,Asia/Ashgabat
MVA,Myvatn,Atlantic/Reykjavik
QSA,Sabadell,Europe/Madrid
WSY,Airlie Beach,Australia/Brisbane
MIE,Muncie,America/Indiana/Indianapolis
LAF,Lafayette,America/Indiana/Indianapolis
VGT,Las Vegas,America/Los_Angeles
ENW,Kenosha,America/Chicago
MTJ,Montrose CO,America/Denver
RIW,Riverton WY,America/Denver
PDT,Pendleton,America/Los_Angeles
LYM,Lympne,Europe/London
PKH,Porto Heli,Europe/Athens
KTR,Katherine,Australia/Darwin
NOA,Nowra,Australia/Sydney
UCK,Lutsk,Europe/Kyiv
CEJ,Chernigov,Europe/Kyiv
BQT,Brest,Europe/Minsk
OSH,Oshkosh,America/Chicago
AGE,Wangerooge,Europe/Berlin
BXG,Bendigo,Australia/Melbourne
EAT,Wenatchee,America/Los_Angeles
ARE,Arecibo,America/Puerto_Rico
RIN,Ringi Cove,Pacific/Guadalcanal
KCK,Kirensk,Asia/Irkutsk
UKX,Ust-Kut,Asia/Irkutsk
RMT,Rimatara,Pacific/Tahiti
QLS,Lausanne,Europe/Zurich
ZJI,Locarno,Europe/Zurich
QNC,Neuchatel,Europe/Zurich
TGK,Taganrog,Europe/Moscow
GDZ,Gelendzhik,Europe/Moscow
ZIA,Ramenskoe,Europe/Moscow
IAR,Yaroslavl,Europe/Moscow
OHE,Mohe County,Asia/Shanghai
JNG,Jining,Asia/Shanghai
DRK,Puntarenas,America/Costa_Rica
AAT,Altay,Asia/Urumqi
TZL,Null,Europe/Sarajevo
FWH,Dallas,America/Chicago
NYT,Naypyidaw,Asia/Yangon
VBP,Bokepyin,Asia/Yangon
NZH,Manzhouli,Asia/Shanghai
WUA,Wuhai,Asia/Shanghai
GYY,Gary,America/Chicago
BRD,Brainerd,America/Chicago
LWB,Lewisburg,America/New_York
PGV,Greenville,America/New_York
CYF,Chefornak,America/Nome
OXR,Oxnard,America/Los_Angeles
BKG,Branson,America/Chicago
TEN,Tongren,Asia/Shanghai
JGS,Jian,Asia/Shanghai
NIU,Niau,Pacific/Tahiti
SCH,Scotia NY,America/New_York
NBC,Nizhnekamsk,Europe/Moscow
QRW,Osubi,Africa/Lagos
IAO,Siargao,Asia/Manila
LGO,Langeoog,Europe/Berlin
NLP,Nelspruit,Africa/Johannesburg
CKC,Cherkassy,Europe/Kyiv
UST,St. Augustine Airport,America/New_York
NLV,Nikolayev,Europe/Kyiv
RHP,Ramechhap,Asia/Kathmandu
STS,Santa Rosa,America/Los_Angeles
ISM,Kissimmee,America/New_York
LCQ,Lake City,America/New_York
LGU,Logan,America/Denver
BMC,Brigham City,America/Denver
ASE,Aspen,America/Denver
ULV,Ulyanovsk,Europe/Ulyanovsk
ERV,Kerrville,America/Chicago
GED,Georgetown,America/New_York
ZSW,Prince Rupert,America/Vancouver
GBD,Great Bend,America/Chicago
HYS,Hays,America/Chicago
SUS,Null,America/Chicago
LYU,Ely,America/Chicago
GPZ,Grand Rapids MN,America/Chicago
TVF,Thief River Falls,America/Chicago
EGV,Eagle River,America/Chicago
ARV,Minocqua - Woodruff,America/Chicago
YBV,Berens River,America/Winnipeg
AVX,Catalina Island,America/Los_Angeles
MHV,Mojave,America/Los_Angeles
ZIN,Interlaken,Europe/Zurich
INQ,Inisheer,Europe/Dublin
SWT,Strezhevoy,Asia/Tomsk
HUT,Hutchinson,America/Chicago
OAI,Kabul,Asia/Kabul
AKH,Al Kharj,Asia/Riyadh
STJ,Rosecrans,America/Chicago
VOK,Camp Douglas,America/Chicago
GUC,Gunnison,America/Denver
SIA,Xi\'AN,Asia/Shanghai
TOA,Torrance,America/Los_Angeles
MBL,Manistee,America/Detroit
PGD,Punta Gorda,America/New_York
WFK,Frenchville,America/New_York
JHW,Jamestown,America/New_York
YTM,Mont-Tremblant,America/Toronto
SME,Somerset,America/New_York
SHD,Weyers Cave,America/New_York
DVL,Devils Lake,America/Chicago
DIK,Dickinson,America/Denver
SDY,Sidney,America/Denver
CDR,Chadron,America/Denver
AIA,Alliance,America/Denver
MCK,McCook,America/Chicago
MTH,Marathon,America/New_York
GDV,Glendive,America/Denver
OLF,Wolf Point,America/Denver
WYS,West Yellowstone,America/Denver
ALS,Alamosa,America/Denver
CNY,Moab,America/Denver
ELY,Ely,America/Los_Angeles
VEL,Vernal,America/Denver
RUI,Ruidoso,America/Denver
SOW,Show Low,America/Phoenix
MYL,McCall,America/Boise
SMN,Salmon,America/Boise
MMH,Mammoth Lakes,America/Los_Angeles
FRD,Friday Harbor,America/Los_Angeles
ESD,Eastsound,America/Los_Angeles
AST,Astoria,America/Los_Angeles
ONP,Newport,America/Los_Angeles
EMK,Emmonak,America/Nome
UNK,Unalakleet,America/Anchorage
UUK,Kuparuk,America/Anchorage
SHX,Shageluk,America/Anchorage
CHU,Chuathbaluk,America/Anchorage
NUI,Nuiqsut,America/Anchorage
EEK,Eek,America/Nome
KUK,Kasigluk,America/Nome
KWT,Kwethluk,America/Anchorage
KWK,Kwigillingok,America/Nome
MLL,Marshall,America/Nome
RSH,Russian Mission,America/Anchorage
KGK,Koliganek,America/Anchorage
KMO,Manokotak,America/Anchorage
CIK,Chalkyitsik,America/Anchorage
EAA,Eagle,America/Anchorage
HUS,Hughes,America/Anchorage
HSL,Huslia,America/Anchorage
NUL,Nulato,America/Anchorage
VEE,Venetie,America/Anchorage
WBQ,Beaver,America/Anchorage
CEM,Central,America/Anchorage
SHG,Shungnak,America/Anchorage
IYK,Inyokern,America/Los_Angeles
VIS,Visalia,America/Los_Angeles
MCE,Merced,America/Los_Angeles
CYR,Colonia,America/Montevideo
CPQ,Campinas,America/Sao_Paulo
GYR,Goodyear,America/Phoenix
TWB,Toowoomba,Australia/Brisbane
BBL,Ballera,Australia/Brisbane
AYK,Arkalyk,Asia/Qostanay
AGN,Angoon,America/Juneau
ELV,Elfin Cove,America/Juneau
FNR,Funter Bay,America/Juneau
HNH,Hoonah,America/Juneau
MTM,Metakatla,America/Metlakatla
HYG,Hydaburg,America/Sitka
EGX,Egegik,America/Anchorage
KPV,Perryville,America/Anchorage
PIP,Pilot Point,America/Anchorage
WSN,South Naknek,America/Anchorage
AKK,Akhiok,America/Anchorage
KYK,Karluk,America/Anchorage
KLN,Larsen Bay,America/Anchorage
ABL,Ambler,America/Anchorage
BKC,Buckland,America/Anchorage
IAN,Kiana,America/Anchorage
OBU,Kobuk,America/Anchorage
ORV,Noorvik,America/Anchorage
WLK,Selawik,America/Anchorage
KTS,Brevig Mission,America/Nome
ELI,Elim,America/Nome
GLV,Golovin,America/Nome
TLA,Teller,America/Nome
WAA,Wales,America/Nome
WMO,White Mountain,America/Nome
KKA,Koyuk,America/Anchorage
SMK,St. Michael,America/Nome
SKK,Shaktoolik,America/Anchorage
TNC,Tin City,America/Nome
AKB,Atka,America/Adak
IKO,Nikolski,America/Nome
CYT,Yakataga,America/Anchorage
AUK,Alakanuk,America/Nome
KPN,Kipnuk,America/Nome
KFP,False Pass,America/Nome
NLG,Nelson Lagoon,America/Anchorage
PML,Cold Bay,America/Anchorage
KLW,Klawock,America/Sitka
KWN,Quinhagak,America/Anchorage
KOT,Kotlik,America/Nome
KYU,Koyukuk,America/Anchorage
SCM,Scammon Bay,America/Nome
NNL,Nondalton,America/Anchorage
KKH,Kongiganak,America/Nome
NIB,Nikolai,America/Anchorage
AKI,Akiak,America/Anchorage
AIN,Wainwright,America/Anchorage
APZ,ZAPALA,America/Argentina/Salta
RDS,Rincon de los Sauces,America/Argentina/Salta
PNT,Puerto Natales,America/Punta_Arenas
SGV,Sierra Grande,America/Argentina/Salta
IGB,Ingeniero Jacobacci,America/Argentina/Salta
NCN,Chenega,America/Anchorage
TKJ,Tok,America/Anchorage
IRC,Circle,America/Anchorage
SLQ,Sleetmute,America/Anchorage
LMA,Lake Minchumina,America/Anchorage
MLY,Manley Hot Springs,America/Anchorage
YNP,Natuashish,America/Goose_Bay
YSO,Postville,America/Goose_Bay
YWB,Kangiqsujuaq,America/Toronto
YTF,Alma,America/Toronto
YGV,Havre-Saint-Pierre,America/Toronto
YXK,Rimouski,America/Toronto
XTL,Tadoule Lake,America/Winnipeg
XLB,Lac Brochet,America/Winnipeg
XSI,South Indian Lake,America/Winnipeg
YBT,Brochet,America/Winnipeg
ZGR,Little Grand Rapids,America/Winnipeg
YCR,Cross Lake,America/Winnipeg
YRS,Red Sucker Lake,America/Winnipeg
YOP,Rainbow Lake,America/Edmonton
YBY,Bonnyville,America/Edmonton
ZNA,Nanaimo,America/Vancouver
YGG,Ganges,America/Vancouver
YDT,Boundary Bay,America/Vancouver
YLY,Langley Township,America/Vancouver
YFJ,Wekweeti,America/Edmonton
RNI,Corn Island,America/Managua
BZA,Bonanza,America/Managua
RFS,Rosita,America/Managua
SIU,Siuna,America/Managua
WSP,Waspam,America/Managua
NCR,San Carlos,America/Managua
PLD,Carrillo,America/Costa_Rica
COZ,Constanza,America/Santo_Domingo
NEG,Negril,America/Jamaica
NRR,Ceiba,America/Puerto_Rico
SPB,Charlotte Amalie,America/St_Thomas
ARR,Alto Rio Senguer,America/Argentina/Catamarca
JSM,Jose de San Martin,America/Argentina/Catamarca
UYU,Uyuni,America/La_Paz
RBQ,Rerrenabaque,America/La_Paz
ABF,Abaiang Atoll,Pacific/Tarawa
ABN,Albina,America/Paramaribo
DRJ,Drietabbetje,America/Paramaribo
MOJ,Moengo,America/Paramaribo
ICK,Nieuw Nickerie,America/Paramaribo
OEM,Paloemeu,America/Paramaribo
SMZ,Stoelmans Eiland,America/Paramaribo
TOT,Totness,America/Paramaribo
AGI,Wageningen,America/Paramaribo
ORJ,Orinduik,America/Guyana
NAI,Annai,America/Guyana
IMB,Imbaimadai,America/Guyana
KAR,Kamarang,America/Guyana
USI,Mabaruma,America/Guyana
MHA,Mahdia,America/Guyana
PJC,Pedro Juan Caballero,America/Asuncion
ACD,Acandi,America/Bogota
RVE,Saravena,America/Bogota
BQJ,Batagay,Asia/Vladivostok
VGZ,Villa Garzon,America/Bogota
EBG,El Bagre,America/Bogota
CAQ,Caucasia,America/Bogota
COG,Condoto,America/Bogota
TLU,Tolu,America/Bogota
CFB,Cabo Frio,America/Sao_Paulo
OPS,Sinop,America/Cuiaba
GRP,Gurupi,America/Araguaina
CMP,Santana do Araguaia,America/Belem
BVS,Breves,America/Belem
SFK,Soure,America/Belem
PIN,Parintins,America/Manaus
BRA,Barreiras,America/Bahia
STZ,Santa Terezinha,America/Cuiaba
MQH,Minacu,America/Sao_Paulo
AUX,Araguaina,America/Araguaina
NVP,Novo Aripuana,America/Manaus
FRC,Franca,America/Sao_Paulo
DOU,Dourados,America/Campo_Grande
LBR,Labrea,America/Manaus
ROO,Rondonopolis,America/Cuiaba
GPB,Guarapuava,America/Sao_Paulo
JCB,Joacaba,America/Sao_Paulo
RVD,Rio Verde,America/Sao_Paulo
AAX,Araxa,America/Sao_Paulo
MBZ,Maues,America/Manaus
RBB,Borba,America/Manaus
CIZ,Coari,America/Manaus
BAZ,Barcelos,America/Manaus
DMT,Diamantino,America/Cuiaba
GNM,Guanambi,America/Bahia
QDJ,Djelfa,Africa/Algiers
NZA,Nzagi,Africa/Luanda
LBZ,Lucapa,Africa/Luanda
KNP,Kapanda,Africa/Luanda
AMC,Am Timan,Africa/Ndjamena
GSQ,Sharq Al-Owainat,Africa/Cairo
MRB,Martinsburg,America/New_York
AWA,Awasa,Africa/Addis_Ababa
JIJ,Jijiga,Africa/Addis_Ababa
MKS,Mekane Selam,Africa/Addis_Ababa
DBM,Debre Marqos,Africa/Addis_Ababa
DBT,Debre Tabor,Africa/Addis_Ababa
QHR,Debre Zeyit,Africa/Addis_Ababa
GOB,Goba,Africa/Addis_Ababa
MYB,Mayumba,Africa/Libreville
MRE,Masai Mara,Africa/Nairobi
JJM,Meru National Park,Africa/Nairobi
RBX,Rumbek,Africa/Juba
CPA,Greenville,Africa/Monrovia
IHC,Inhaca,Africa/Maputo
MAX,Matam,Africa/Dakar
BDI,Bird Island,Indian/Mahe
WHF,Wadi Halfa,Africa/Khartoum
NBE,Enfidha,Africa/Tunis
HTY,Hatay,Europe/Istanbul
RVV,Raivavae,Pacific/Tahiti
FUO,Foshan,Asia/Shanghai
HUZ,Huizhou,Asia/Shanghai
ILD,Lleida,Europe/Madrid
BIU,Bildudalur,Atlantic/Reykjavik
GJR,Gjogur,Atlantic/Reykjavik
SAK,Saudarkrokur,Atlantic/Reykjavik
IIA,Inishmaan,Europe/Dublin
ULG,Olgii,Asia/Hovd
KQT,Kurgan Tyube,Asia/Dushanbe
VGD,Vologda,Europe/Moscow
ONK,Olenyok,Asia/Yakutsk
SYS,Saskylakh,Asia/Yakutsk
LDG,Arkhangelsk,Europe/Moscow
HSK,Huesca,Europe/Madrid
CQM,Ciudad Real,Europe/Madrid
NJF,Najaf,Asia/Baghdad
CSA,Colonsay,Europe/London
RKH,Rock Hill,America/New_York
AGC,Pittsburgh,America/New_York
VQQ,Jacksonville,America/New_York
FTY,Atlanta,America/New_York
TII,Tarin Kowt,Asia/Kabul
ZAJ,Zaranj,Asia/Kabul
CCN,Chaghcharan,Asia/Kabul
FUG,Fuyang,Asia/Shanghai
LCX,Longyan,Asia/Shanghai
BSD,Baoshan,Asia/Shanghai
ACX,Xingyi,Asia/Shanghai
HZH,Liping,Asia/Shanghai
OSU,Columbus,America/New_York
ADS,Addison,America/Chicago
DSI,Destin,America/Chicago
KHE,Kherson,Europe/Kyiv
SZS,Stewart Island,Pacific/Auckland
HJJ,Zhijiang,Asia/Shanghai
YQI,Yarmouth,America/Halifax
ISO,Kinston,America/New_York
FFA,Kill Devil Hills,America/New_York
LNJ,Lincang,Asia/Shanghai
CKS,Parauapebas,America/Belem
MWK,Anambas Islands,Asia/Jakarta
PGU,Khalije Fars,Asia/Tehran
YES,Yasuj,Asia/Tehran
OSM,Mosul,Asia/Baghdad
TJH,Toyooka,Asia/Tokyo
AXJ,Amakusa,Asia/Tokyo
KKX,Kikai,Asia/Tokyo
AGJ,Aguni,Asia/Tokyo
ULZ,Uliastai,Asia/Ulaanbaatar
UGA,Bulgan,Asia/Ulaanbaatar
ULO,Ulaangom,Asia/Hovd
LBX,Lubang,Asia/Manila
TJU,Kulyab,Asia/Dushanbe
CMJ,Cimei,Asia/Taipei
TAZ,Dasoguz,Asia/Ashgabat
BWB,Barrow Island,Australia/Perth
DRB,Derby,Australia/Perth
WGE,Walgett,Australia/Sydney
BRT,Bathurst Island,Australia/Darwin
DKI,Dunk Island,Australia/Brisbane
LZR,Lizard Island,Australia/Brisbane
HLT,Hamilton,Australia/Melbourne
HCQ,Halls Creek,Australia/Perth
FIZ,Fitzroy Crossing,Australia/Perth
RVT,Ravensthorpe,Australia/Perth
PVU,Provo,America/Denver
SBS,Steamboat Springs,America/Denver
DTA,Delta,America/Denver
PUC,Price,America/Denver
LAM,Los Alamos,America/Denver
HII,Lake Havasu City,America/Phoenix
INW,Winslow,America/Phoenix
DGL,Douglas,America/Phoenix
MZK,Marakei,Pacific/Tarawa
AEA,Abemama,Pacific/Tarawa
AAK,Buariki,Pacific/Tarawa
KUC,Kuria,Pacific/Tarawa
AIS,Arorae,Pacific/Tarawa
TMN,Tamana,Pacific/Tarawa
BEZ,Beru Island,Pacific/Tarawa
NIG,Nikunau,Pacific/Tarawa
BBG,Butaritari,Pacific/Tarawa
MTK,Makin,Pacific/Tarawa
MNK,Maiana,Pacific/Tarawa
NON,Nonouti,Pacific/Tarawa
TSU,Tabiteuea,Pacific/Tarawa
WTZ,Whitianga,Pacific/Auckland
KTF,Takaka,Pacific/Auckland
AFT,Afutara,Pacific/Guadalcanal
RNA,Ulawa,Pacific/Guadalcanal
CHY,Choiseul Bay,Pacific/Guadalcanal
NNB,Santa Ana,Pacific/Guadalcanal
XYA,Yandina,Pacific/Guadalcanal
BPF,Batuna,Pacific/Guadalcanal
BOW,Bartow,America/New_York
FTI,Fiti\'uta,Pacific/Pago_Pago
LVK,Livermore,America/Los_Angeles
RMY,Mariposa,America/Los_Angeles
GFY,Grootfontein,Africa/Windhoek
NDU,Rundu,Africa/Windhoek
TRM,Palm Springs,America/Los_Angeles
SMO,Santa Monica,America/Los_Angeles
UDD,Palm Springs,America/Los_Angeles
SCF,Scottsdale,America/Phoenix
OLM,Olympia,America/Los_Angeles
RIL,Rifle,America/Denver
SAA,SARATOGA,America/Denver
PDK,Atlanta,America/New_York
BMG,Bloomington,America/Indiana/Indianapolis
SUA,Stuart,America/New_York
MMU,Morristown,America/New_York
APC,Napa,America/Los_Angeles
SDM,San Diego,America/Los_Angeles
VNC,Venice,America/New_York
PHK,Pahokee,America/New_York
ECP,Panama City,America/Chicago
SBD,San Bernardino,America/Los_Angeles
VAL,Valenca,America/Bahia
CAU,Caruaru,America/Recife
AWK,Wake island,Pacific/Wake
QNV,Nova Iguacu,America/Sao_Paulo
SQL,San Carlos,America/Los_Angeles
RWI,Rocky Mount,America/New_York
SXQ,Soldotna,America/Anchorage
SEE,El Cajon,America/Los_Angeles
PHA,Phan Rang,Asia/Ho_Chi_Minh
SQH,Son-La,Asia/Bangkok
TKF,Truckee,America/Los_Angeles
FRJ,Frejus,Europe/Paris
GEX,Geelong,Australia/Melbourne
LVM,Livingston-Montana,America/Denver
GMV,Monument Valley,America/Denver
JRA,New York,America/New_York
LAL,Lakeland,America/New_York
SYH,Syangboche,Asia/Kathmandu
RBK,Murrieta-Temecula,America/Los_Angeles
FNU,Oristano,Europe/Rome
MYQ,Mysore,Asia/Kolkata
MGY,Dayton,America/New_York
FDY,Findley,America/New_York
PEA,Penneshaw,Australia/Adelaide
EMP,Kempten,America/Chicago
HYC,Wycombe,Europe/London
BBP,Bembridge,Europe/London
SPF,Spearfish-South Dakota,America/Denver
QYD,Gdynia,Europe/Warsaw
OLV,Olive Branch,America/Chicago
KNA,Vina del Mar,America/Santiago
ONQ,Zonguldak,Europe/Istanbul
BJC,Broomfield-CO,America/Denver
SLE,Salem,America/Los_Angeles
UTM,Tunica,America/Chicago
ZKB,Kasaba Bay,Africa/Lusaka
LND,Lindau,America/Denver
MWC,Milwaukee,America/Chicago
JVL,Janesville,America/Chicago
LZU,Lawrenceville,America/New_York
BWG,Bowling Green,America/Chicago
RVS,Tulsa,America/Chicago
NHD,Minhad AB,Asia/Dubai
KGO,Kirovograd,Europe/Kyiv
DBB,Dabaa City,Africa/Cairo
BCE,Bryce Canyon,America/Denver
CKL,Shchyolkovo,Europe/Moscow
TCZ,Tengchong,Asia/Shanghai
UKS,Sevastopol,Europe/Simferopol
OAZ,Camp Bastion,Asia/Kabul
JCI,Olathe,America/Chicago
ESN,Easton,America/New_York
HMR,Hamar,Europe/Oslo
MYV,Yuba City,America/Los_Angeles
DUC,Duncan,America/Chicago
UVA,Uvalde,America/Chicago
LOT,Lockport,America/Chicago
CCR,Concord,America/Los_Angeles
OCA,Ocean Reef Club Airport,America/New_York
YUS,Yushu,Asia/Shanghai
HIA,Huai An,Asia/Shanghai
YOO,Oshawa,America/Toronto
LHA,Lahr,Europe/Berlin
NYW,Monywa,Asia/Yangon
ATO,Athens,America/New_York
SGH,Springfield,America/New_York
HEX,Santo Domingo,America/Santo_Domingo
CDA,Cooinda,Australia/Darwin
JAB,Jabiru,Australia/Darwin
HGS,Freetown,Africa/Freetown
TOP,Topeka,America/Chicago
MQY,Smyrna,America/Chicago
UOS,Sewanee,America/Chicago
NGQ,Shiquanhe,Asia/Shanghai
CSO,Cochstedt,Europe/Berlin
PWK,Chicago-Wheeling,America/Chicago
KLS,Kelso,America/Los_Angeles
ZTA,Tureia,Pacific/Tahiti
PUE,Puerto Obaldia,America/Panama
KHC,Kerch,Europe/Simferopol
UKA,Ukunda,Africa/Nairobi
ILN,Wilmington,America/New_York
AVW,Tucson,America/Phoenix
CGZ,Casa Grande,America/Phoenix
BXK,Buckeye,America/Phoenix
